,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,bathrooms_bedrooms_avg,price_category
6254,1,1580,950,Renton,WA,47.4608,-122.2095,RentDigs.com,0,0,0,1,0,0,0,0,0,1,0,0,2.0,Alto
1906,1,750,600,Bloomington,IN,39.1471,-86.5136,RentLingo,0,0,1,0,0,0,0,1,1,1,1,0,1.0,Bajo
3818,0,1010,728,Las Vegas,NV,36.0198,-115.1504,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Bajo
6269,1,1299,950,Milford,NH,42.829,-71.658,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,0,1.5,Medio
4300,0,675,758,Lincoln,NE,40.8062,-96.6778,Other,0,0,1,0,0,0,0,0,0,0,0,0,1.5,Bajo
5569,0,800,866,Fort Walton Beach,FL,30.4348,-86.6208,Other,0,0,0,0,0,0,0,0,1,0,1,1,1.5,Bajo
7941,1,1175,1241,Lexington,SC,33.9531,-81.2381,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Medio
4164,0,884,750,Euless,TX,32.8524,-97.0886,RentDigs.com,0,0,0,0,0,1,0,1,1,0,0,1,1.0,Bajo
5971,1,1240,905,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
3579,0,1495,713,Columbia,MD,39.2144,-76.8797,RentDigs.com,0,1,0,0,0,1,0,1,0,1,0,0,1.0,Alto
2832,1,640,668,Gulfport,MS,30.4266,-89.1051,RentLingo,0,1,1,0,1,0,0,1,1,0,1,0,1.0,Bajo
5449,1,780,850,UNK,UNK,,UNK,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
3472,0,2795,704,Newport Beach,CA,33.624,-117.8956,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
6327,1,1395,954,Raleigh,NC,35.823,-78.6438,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
137,0,685,250,Columbia,SC,34.0505,-81.0098,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
7043,0,1315,1066,Burnsville,MN,44.7594,-93.2817,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,2.5,Medio
4892,1,749,800,Oklahoma City,OK,35.471,-97.5299,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
2180,1,1550,625,Kenmore,WA,47.75,-122.24,RentLingo,1,0,1,0,0,0,0,1,1,0,1,0,1.0,Alto
7730,0,2250,1196,Norwalk,CT,41.0905,-73.4311,Other,0,0,1,0,1,0,0,0,0,1,1,0,2.0,Alto
3177,0,900,692,New Braunfels,TX,29.7398,-98.1021,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
4854,1,979,800,Birmingham,AL,33.5137,-86.7893,RentLingo,0,0,0,0,0,0,0,1,1,0,1,1,1.0,Bajo
4637,1,1225,787,Scottsdale,AZ,33.5783,-111.8902,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
5115,1,1280,823,Arlington,TX,32.6924,-97.1324,RentDigs.com,0,1,1,1,1,1,0,1,1,0,0,1,1.5,Medio
7648,1,1250,1177,Shawnee,OK,35.3537,-96.8923,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Medio
4261,1,2570,755,Dallas,TX,32.8212,-96.7853,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
1331,0,1000,547,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,1,0,0,0,1,0,1,1.0,Bajo
7002,1,1135,1059,Cary,NC,35.7876,-78.781,RentDigs.com,0,1,1,0,0,0,0,0,0,1,0,1,2.0,Medio
6941,1,1295,1050,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
8017,1,1150,1265,Irmo,SC,34.119,-81.1962,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Medio
6241,0,1655,949,Bedford,NH,42.9442,-71.5194,RentDigs.com,0,1,0,0,0,1,1,0,0,1,0,0,2.0,Alto
9225,0,3100,4560,Bloomington,IN,39.1471,-86.5136,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
6881,0,1069,1038,Apex,NC,35.6775,-78.7763,RentDigs.com,0,0,0,0,0,0,1,1,0,0,0,0,2.0,Medio
4530,0,2150,780,San Diego,CA,32.7876,-117.1265,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
4673,0,1316,790,Decatur,GA,33.8144,-84.2804,RentDigs.com,1,1,0,0,0,1,1,0,0,1,0,0,1.0,Medio
6996,1,1490,1058,Silver Spring,MD,39.0128,-76.9812,RentDigs.com,1,0,1,0,0,1,0,0,1,1,1,0,1.5,Alto
1252,1,1450,537,San Diego,CA,32.7876,-117.1265,RentLingo,1,0,1,0,1,0,1,1,1,1,1,0,1.0,Medio
3374,1,935,700,Saint Paul,MN,44.9405,-93.1027,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2814,1,919,667,Kennesaw,GA,34.0163,-84.6233,RentLingo,0,0,0,0,0,0,0,0,1,1,0,0,1.0,Bajo
4719,0,1430,794,Denver,CO,39.7821,-104.9641,RentDigs.com,0,1,0,0,0,1,0,0,0,1,0,0,1.0,Medio
6544,1,1433,990,Bedford,TX,32.8281,-97.145,RentDigs.com,0,0,0,1,0,0,0,0,0,1,0,0,2.0,Medio
4858,0,950,800,Philadelphia,PA,40.0054,-75.1415,RentLingo,1,0,0,0,0,0,0,0,0,0,1,0,1.0,Bajo
7901,0,2989,1226,Issaquah,WA,47.5311,-122.0679,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,2.5,Alto
8580,0,1973,1533,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
8427,1,1135,1443,Hillsborough,NC,36.0746,-79.0777,RentDigs.com,1,0,0,0,0,1,1,1,0,0,0,1,2.5,Medio
1077,1,545,515,Springfield,MO,37.1892,-93.2908,RentLingo,1,0,1,0,1,0,1,1,1,1,1,1,2.0,Bajo
4363,1,725,764,Harrisburg,SD,43.4299,-96.6968,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
770,1,900,475,Cedar Falls,IA,42.5286,-92.4509,RentLingo,1,0,1,0,1,1,1,1,0,0,1,0,1.5,Bajo
249,1,710,330,Kansas City,MO,39.0744,-94.5521,RentLingo,0,0,0,0,0,0,0,0,0,0,0,1,1.0,Bajo
7239,0,1300,1100,Saint Louis,MO,38.6274,-90.304,RentLingo,0,0,1,0,0,0,0,1,1,0,0,0,1.5,Medio
3419,1,705,700,Mckeesport,PA,40.3306,-79.8062,RentDigs.com,1,0,1,0,0,0,0,0,1,1,1,1,1.0,Bajo
4976,1,1205,808,Macon,GA,32.833,-83.6723,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Medio
4544,1,1138,780,Tallahassee,FL,30.4601,-84.2714,RentLingo,0,0,1,0,0,0,1,0,0,1,1,0,2.0,Medio
5565,0,1049,865,Virginia Beach,VA,36.888,-76.1455,RentDigs.com,1,0,0,0,0,0,1,0,0,1,0,0,1.5,Medio
7939,1,3430,1241,Richmond,CA,37.9389,-122.3331,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.0,Alto
716,1,1905,464,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,0,0,1,1,0,0,1,0,1.5,Alto
8913,1,1399,1904,Camby,IN,39.6391,-86.3099,RentLingo,0,0,1,1,0,0,0,0,0,0,1,0,2.5,Medio
2048,0,1700,613,Anaheim,CA,33.8323,-117.9079,RentLingo,0,0,0,0,0,0,0,0,0,1,0,1,1.0,Alto
5997,1,1079,911,Lawrenceville,GA,33.9569,-84.0214,RentLingo,0,0,1,0,0,0,0,1,1,1,1,1,1.0,Medio
6600,0,2200,1000,Huntington Beach,CA,33.6954,-118.0013,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
7245,1,1249,1100,Charlotte,NC,35.2384,-80.7484,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,2.0,Medio
4178,0,779,750,Roswell,GA,34.025,-84.3128,RentDigs.com,0,0,0,1,0,1,0,0,0,1,0,0,1.0,Bajo
4809,1,1427,800,Frederick,MD,39.4228,-77.4164,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8757,1,1525,1698,Burleson,TX,32.5285,-97.3119,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Alto
7140,1,1550,1087,Fayetteville,AR,36.0785,-94.1531,RentLingo,1,1,1,0,0,0,0,1,1,1,1,0,2.0,Alto
7190,0,1600,1098,Denver,CO,39.7789,-104.7545,RentDigs.com,1,1,1,1,0,1,0,1,1,1,1,0,1.0,Alto
1460,1,1216,559,Salt Lake City,UT,40.7061,-111.9048,RentLingo,0,1,1,0,0,0,0,0,1,1,1,1,2.0,Medio
5989,0,1161,910,Raleigh,NC,35.7887,-78.6531,RentDigs.com,0,0,0,0,0,1,0,1,1,0,0,0,1.0,Medio
2000,1,4195,609,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,1,0,0,0,0,0,1,0,1,0,1.0,Alto
8175,1,1349,1312,Mesquite,TX,32.7835,-96.6121,RentLingo,0,0,1,1,1,0,0,0,1,0,0,0,2.5,Medio
404,1,1000,400,Philadelphia,PA,40.0054,-75.1415,RentLingo,1,0,1,0,0,0,0,1,1,0,1,0,1.0,Bajo
384,0,1355,400,Bellflower,CA,33.8897,-118.1257,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8762,1,2140,1700,Cincinnati,OH,39.1679,-84.4933,Other,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
1633,1,2110,577,Washington,DC,38.9118,-77.0132,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
8826,0,2900,1800,Charleston,SC,32.8113,-79.9947,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
4784,1,1795,800,Seattle,WA,47.616,-122.3275,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,1.0,Alto
8733,1,1795,1668,Sparks,NV,39.5671,-119.7245,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
6970,1,684,1050,Saginaw,MI,43.4251,-83.9731,RentLingo,1,0,1,0,0,0,0,1,1,1,1,0,2.0,Bajo
3925,1,1445,738,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4158,0,920,750,West Lafayette,IN,40.4969,-86.9659,RentLingo,0,0,1,0,0,0,0,1,1,0,1,0,1.5,Bajo
7449,0,1328,1131,Chesapeake,VA,36.7434,-76.2257,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,2.0,Medio
8415,1,2050,1438,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,3.0,Alto
2193,0,1099,625,Stockton,CA,37.9824,-121.2995,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
1015,1,1630,506,Nashville,TN,36.137,-86.783,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.5,Alto
5124,1,1150,824,Eagan,MN,44.8144,-93.1655,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
7418,1,2899,1126,Valley Village,CA,34.1656,-118.3916,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
7409,0,1950,1125,Florence,SC,34.1751,-79.7643,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
2871,0,769,671,Dayton,OH,39.6379,-84.1686,RentDigs.com,1,0,0,1,0,0,0,0,1,0,0,0,1.0,Bajo
9,0,625,200,Marietta,GA,33.9649,-84.5107,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Bajo
1838,0,1345,600,Washington,DC,38.9118,-77.0132,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Medio
4804,0,1550,800,Whittier,CA,33.9604,-118.0289,Other,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Alto
255,1,2195,336,San Francisco,CA,37.7856,-122.4121,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,0.5,Alto
7026,0,1198,1063,Columbia,MO,38.9401,-92.3167,RentLingo,1,0,1,0,1,0,1,1,1,0,1,0,2.0,Medio
5713,1,1061,884,Roswell,GA,34.025,-84.3128,RentDigs.com,0,1,0,0,0,1,0,0,0,1,0,0,1.5,Medio
3324,1,1140,700,UNK,UNK,39.8163,-98.5576,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,1.0,Medio
7714,0,2100,1192,Bloomington,IN,39.1471,-86.5136,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
1581,0,821,571,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
924,1,1025,500,Greeley,CO,40.4146,-104.7321,RentLingo,1,0,0,0,0,0,1,1,0,1,0,1,1.5,Medio
2779,0,927,664,Bedford,TX,32.8281,-97.145,RentDigs.com,0,0,0,1,0,1,0,0,0,1,0,0,1.0,Bajo
7891,1,1255,1224,Smyrna,GA,33.8737,-84.5097,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
6132,1,1418,931,Tuscaloosa,AL,33.1932,-87.5349,RentLingo,1,0,1,0,1,0,1,1,0,1,1,0,2.0,Medio
5320,0,1582,845,Atlanta,GA,33.7848,-84.3922,RentLingo,0,1,1,0,0,0,1,1,1,1,1,1,1.0,Alto
7312,0,1595,1108,Corvallis,OR,44.5716,-123.282,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
7102,0,2470,1079,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,1.5,Alto
6042,1,655,917,Topeka,KS,39.0375,-95.7052,RentLingo,1,0,0,1,0,0,1,1,0,1,1,0,1.0,Bajo
3775,1,1100,725,Crystal,MN,45.0317,-93.3587,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4835,1,1139,800,Gainesville,FL,29.6533,-82.3656,RentLingo,1,1,1,0,1,0,1,0,0,1,1,1,1.0,Medio
4964,1,1400,806,Houston,TX,29.7714,-95.4343,RentLingo,1,0,1,0,1,0,1,1,1,1,1,1,1.0,Medio
539,0,799,425,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
7483,1,1650,1138,Madison,WI,43.0724,-89.4003,RentLingo,0,0,0,0,1,0,0,1,0,0,1,0,2.0,Alto
2745,1,1332,661,Mountlake Terrace,WA,47.7921,-122.3045,RentLingo,0,1,1,1,0,0,0,0,1,1,1,0,1.0,Medio
3719,1,1445,722,Orlando,FL,28.5163,-81.3644,RentLingo,0,0,1,0,0,0,0,0,0,1,1,1,1.0,Medio
6819,1,1175,1025,Cincinnati,OH,39.1912,-84.4615,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,2.0,Medio
4468,1,2250,775,Montclair,NJ,40.8206,-74.2133,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
667,0,650,450,Kansas City,MO,39.0744,-94.5521,RentLingo,1,0,1,0,0,0,1,1,0,0,1,0,1.5,Bajo
7575,0,1420,1155,Las Vegas,NV,36.193,-115.2946,RentDigs.com,1,1,1,1,1,1,1,1,1,1,1,1,2.5,Medio
8549,0,750,1500,Wichita,KS,37.6836,-97.3369,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Bajo
5063,1,2900,819,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Alto
1353,0,1649,550,UNK,UNK,39.8163,-98.5576,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,0.5,Alto
7114,0,1764,1082,Mount Laurel,NJ,39.9478,-74.9117,RentDigs.com,0,1,0,0,0,1,0,0,1,1,0,0,2.0,Alto
9025,1,1325,2128,Hinesville,GA,31.8486,-81.6036,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Medio
8662,0,2490,1600,Williamsport,PA,41.265,-77.0338,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
2703,0,1450,660,Hawthorne,CA,33.9136,-118.3527,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
3330,0,1095,700,Glen Burnie,MD,39.1634,-76.6165,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8053,1,1245,1275,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
3584,1,3000,714,Detroit,MI,42.3882,-83.1122,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.0,Alto
8720,1,1350,1650,Raleigh,NC,35.823,-78.6438,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
5645,0,1158,875,New London,CT,41.3498,-72.1062,RentDigs.com,0,1,0,0,0,1,0,0,1,1,0,0,1.5,Medio
3376,1,925,700,Cincinnati,OH,39.1679,-84.4933,RentLingo,0,0,1,0,1,0,0,1,0,0,1,0,1.0,Bajo
1256,0,999,537,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,1,1.0,Bajo
6190,1,1350,939,Norman,OK,35.2505,-97.4596,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,2.0,Medio
5348,1,879,848,Tallahassee,FL,30.4601,-84.2714,RentLingo,0,1,1,0,1,0,1,0,1,1,1,0,1.0,Bajo
4175,1,780,750,Kansas City,MO,39.2017,-94.5884,RentLingo,1,1,1,0,1,0,0,1,0,1,1,0,1.0,Bajo
4910,1,650,800,Norfolk,NE,42.0332,-97.4236,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
1852,1,1125,600,Denver,CO,39.736,-104.9819,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
6316,1,1495,952,Portsmouth,NH,43.0681,-70.7854,RentDigs.com,0,0,1,0,0,1,0,0,1,1,0,0,1.5,Alto
9101,0,1995,2408,Mansfield,TX,32.5807,-97.138,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,3.0,Alto
2105,0,1289,620,Lowell,MA,42.6398,-71.3184,RentLingo,1,0,0,0,0,0,0,1,1,0,1,0,1.0,Medio
133,0,700,250,Lakewood,CO,39.6894,-105.1119,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5029,1,1595,814,Kansas City,MO,39.0744,-94.5521,RentLingo,0,1,1,0,0,0,0,1,1,1,1,1,1.0,Alto
928,1,956,500,Minnetonka,MN,44.9235,-93.4704,RentLingo,1,1,1,0,1,0,0,1,1,1,1,1,2.0,Bajo
823,1,1093,486,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,0,0,0,1,1,0,0,0,1.0,Medio
7576,0,965,1156,Decatur,GA,33.7288,-84.2099,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
1531,1,3495,566,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,1,0,0,0,0,0,0,0,1,1,1.0,Alto
1214,1,775,531,Saint Louis,MO,38.6274,-90.304,RentLingo,1,0,1,0,1,0,1,1,1,0,1,1,1.0,Bajo
504,1,1294,418,Nashville,TN,36.137,-86.783,RentLingo,0,0,0,0,0,0,0,0,1,1,0,0,1.5,Medio
6530,1,860,986,Greensboro,NC,36.1067,-79.815,RentDigs.com,0,1,0,0,0,1,0,0,0,1,0,0,2.0,Bajo
3072,1,2465,685,Los Angeles,CA,34.0372,-118.2972,RentLingo,1,1,1,0,1,0,1,1,1,1,1,1,1.0,Alto
8647,0,2499,1590,North Hollywood,CA,34.1881,-118.3905,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,2.0,Alto
6619,1,1750,1000,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
3709,1,2850,721,Santa Barbara,CA,34.4312,-119.7292,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
4849,1,1000,800,Bloomington,IN,39.1471,-86.5136,RentLingo,1,0,1,0,0,0,0,1,0,0,1,0,1.5,Bajo
4748,1,1247,797,Marietta,GA,34.0007,-84.4665,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4268,1,1066,755,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Medio
9124,1,1800,2500,Soldotna,AK,60.4923,-151.0806,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
4186,1,725,750,Kingsport,TN,36.5311,-82.5209,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5301,0,1042,842,Durham,NC,35.9165,-78.9177,RentDigs.com,0,1,0,1,0,1,0,0,0,1,0,0,1.0,Medio
2923,0,1745,675,Monroeville,PA,40.4261,-79.7631,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,1.5,Alto
6588,1,2850,1000,Culver City,CA,34.0075,-118.3941,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
1810,1,2145,600,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
3486,1,1750,705,Redmond,WA,47.6767,-122.0799,RentLingo,1,0,1,0,1,0,1,1,1,0,1,1,1.0,Alto
7419,0,2295,1126,Madison,WI,43.0724,-89.4003,RentLingo,0,0,1,0,0,0,0,1,0,0,0,1,2.5,Alto
3141,0,1010,690,San Antonio,TX,29.4624,-98.5253,RentLingo,0,1,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
1324,0,1250,546,Champaign,IL,40.1145,-88.2723,RentLingo,0,0,1,0,0,0,0,0,1,0,0,0,1.5,Medio
4312,1,877,759,Missouri City,TX,29.5677,-95.521,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
7494,0,3650,1140,Jersey City,NJ,40.722,-74.0644,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,2.0,Alto
8702,0,1700,1625,Blacksburg,VA,37.2312,-80.4159,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
8691,1,2434,1613,Euless,TX,32.8524,-97.0886,RentDigs.com,1,1,1,1,0,1,1,1,1,1,1,0,3.5,Alto
8778,0,1445,1718,Yukon,OK,35.4975,-97.7329,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Medio
5541,0,1555,862,Wakefield,MA,42.5014,-71.069,RentLingo,1,1,1,0,0,0,1,1,0,1,1,1,1.0,Alto
6172,1,1595,938,Bellingham,WA,48.7871,-122.4437,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
1540,1,704,567,Milwaukee,WI,43.0531,-87.9659,RentLingo,1,0,0,0,1,0,0,1,1,0,1,1,1.0,Bajo
2681,1,889,658,Sterling Heights,MI,42.5784,-83.032,RentLingo,1,1,1,1,1,0,1,1,1,1,1,1,1.0,Bajo
9128,0,2400,2516,Orlando,FL,28.5163,-81.3644,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
6313,0,1295,951,Mansfield,TX,32.5807,-97.138,RentDigs.com,0,0,1,0,0,0,0,1,0,0,1,0,2.0,Medio
1191,0,1405,529,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Medio
5293,0,1268,841,Westlake,OH,41.4501,-81.9235,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
1542,1,1635,568,Lowell,MA,42.6398,-71.3184,RentLingo,1,1,1,0,0,0,1,1,0,1,1,1,1.0,Alto
7056,0,1079,1069,Apex,NC,35.79,-78.9465,RentDigs.com,0,0,0,0,0,0,1,1,0,0,0,0,2.0,Medio
2539,0,995,650,Raynham,MA,41.9291,-71.0459,RentDigs.com,0,0,0,0,0,0,0,1,0,0,1,0,1.0,Bajo
953,0,750,500,East Lansing,MI,42.7242,-84.477,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.0,Bajo
7241,0,1275,1100,Norwich,CT,41.5506,-72.0272,RentDigs.com,0,0,0,0,0,0,0,0,1,1,0,0,2.0,Medio
6731,0,1069,1008,Flagstaff,AZ,35.1825,-111.6031,Other,0,0,1,0,1,0,0,0,0,0,1,0,2.0,Medio
4846,0,1025,800,Colorado Springs,CO,38.7388,-104.7078,RentDigs.com,1,1,0,0,0,1,0,0,1,1,0,0,1.5,Medio
6801,1,700,1022,Fond Du Lac,WI,43.7815,-88.4411,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
8010,1,2300,1265,Linthicum Heights,MD,39.2081,-76.661,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,2.5,Alto
4330,1,966,760,Arlington,TX,32.696,-97.0878,RentDigs.com,1,1,1,1,0,1,0,1,1,1,0,1,1.0,Bajo
5334,0,925,846,Edmond,OK,35.6217,-97.4702,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,0,1.0,Bajo
7330,1,1375,1112,Madison,WI,43.0724,-89.4003,RentLingo,1,0,0,0,0,0,1,1,0,0,1,0,1.5,Medio
4729,1,1010,795,Columbus,IN,39.2129,-85.9099,RentLingo,0,1,1,0,0,0,0,1,1,1,1,0,1.0,Bajo
6541,1,3400,990,Madison,WI,43.0724,-89.4003,RentLingo,0,0,1,1,0,0,0,1,1,0,1,1,3.0,Alto
5305,0,1755,843,Bothell,WA,47.8441,-122.1991,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
5161,1,1275,826,Macon,GA,32.833,-83.6723,RentLingo,1,0,1,0,1,0,1,1,1,1,1,0,1.0,Medio
7860,1,1607,1214,Seattle,WA,47.616,-122.3275,RentLingo,1,0,1,0,0,0,1,1,1,1,1,1,2.5,Alto
2156,1,1240,623,Bremerton,WA,47.5968,-122.7026,RentLingo,1,0,1,1,1,0,1,0,1,0,1,1,1.0,Medio
1062,1,1300,514,Lawrence,MA,42.7039,-71.1648,RentLingo,1,1,1,0,1,0,1,1,0,0,1,1,2.0,Medio
1167,1,700,525,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
3636,0,859,718,Midvale,UT,40.6149,-111.8816,RentLingo,0,0,0,0,0,0,0,0,0,0,0,1,1.0,Bajo
7651,1,2000,1178,Atlanta,GA,33.7848,-84.3922,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
5588,1,2140,870,Edgewater,NJ,40.8342,-73.9735,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
7192,0,3179,1099,Charlestown,MA,42.3362,-71.1037,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Alto
4491,1,780,775,Des Moines,IA,41.5839,-93.6754,RentLingo,0,0,1,0,1,0,0,1,1,1,1,0,1.5,Bajo
7266,0,895,1100,Edmond,OK,35.6757,-97.4949,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Bajo
4980,1,830,808,Greenville,NC,35.6264,-77.4386,RentDigs.com,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
